"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8","eeg",
-40.5127,8.718,-30.2563,-6.6667,0.51294,5.6409,11.282,-33.3333,-0.51294,-7.1794,-6.1541,1.0256,4.6155,6.1541,,
-42.5642,3.0769,-34.8718,-11.7952,0.51294,3.5896,9.2307,-33.3335,-4.6155,-7.1794,-0.51294,3.0769,4.1023,4.1023,,
-42.3076,0.76929,-32.0513,-12.051,7.949,3.3333,10.0002,-32.564,-4.3591,-0.76929,5.3845,-1.7947,12.5642,3.3333,,
-43.5896,4.6155,-31.282,-10.2566,2.0515,9.2307,8.2053,-28.718,-6.6667,-1.0256,1.0256,-3.0769,7.1794,2.0515,,
-32.8206,12.8206,-24.6155,1.5383,-1.0256,18.4617,14.8718,-17.4358,-5.6414,-1.0256,-1.5383,3.0769,1.0256,3.0769,,
-29.231,10.769,-22.0513,6.6665,0,15.3848,12.8203,-13.8462,-2.564,-2.564,0,1.0254,-1.0259,2.564,,
-38.2053,6.4102,-26.9233,1.2817,-0.25635,14.1025,4.8716,-15.6411,-3.8462,-0.76953,-1.2822,1.2817,0.25635,3.333,,
-43.8459,8.9744,-27.9487,-0.76929,-2.3074,18.2053,6.4104,-17.1794,-7.9485,0.76929,-9.9998,6.9231,2.3079,7.4358,,
-44.3589,12.5642,-25.3845,1.282,-2.8206,19.2307,8.4617,-14.1023,-7.9485,-1.282,-14.1023,8.4617,2.8206,16.1541,,
-46.4104,10.5127,-28.4617,-2.3076,0.76904,17.1797,6.9229,-11.0259,-6.9233,-0.76904,-12.0513,2.8203,2.3076,16.6665,,
-44.6152,5.6411,-31.282,-3.0767,5.6411,16.9233,11.2822,-8.7178,-7.6924,0,-8.7178,0,8.7183,6.1538,,
-37.1794,3.3333,-29.4873,-1.282,6.9231,19.2307,15.6409,-7.4358,-7.949,-5.3845,-3.8464,1.7947,14.6155,1.282,,
-31.0256,9.4873,-25.8975,-0.25635,7.436,17.1792,14.6152,-5.8975,-6.4102,-8.9746,-0.76953,0.25635,14.6152,0.25635,,
-24.6152,15.8975,-20.5127,6.6665,14.3589,16.9233,17.9487,0,-1.0254,0,-1.0254,-0.5127,17.9487,-2.0513,,
-28.718,12.3076,-18.9744,7.6924,15.8975,20,16.9229,-0.5127,0,-0.5127,-1.5386,-3.0771,15.8975,0,,
-36.6667,9.4873,-25.3848,0.76904,4.8716,19.7437,10,-6.4102,-0.76904,-8.9746,-2.3076,-4.3589,10,1.2822,,
-36.1538,8.9744,-27.9487,-0.25659,0.25659,11.5383,9.9998,-8.4617,-0.76929,-2.3079,-7.949,1.282,7.9485,4.3591,,
-41.5386,0.51269,-28.2053,-2.0513,0,0.51269,7.6924,-13.3335,-8.7183,0,-19.4873,1.0254,1.0254,9.7437,,
-44.6155,1.0256,-24.6155,-1.0256,2.5637,7.1794,5.6409,-10.7693,-5.1282,-3.5901,-16.9231,3.0769,2.051,15.3845,,
-42.5642,5.1279,-24.6155,-0.5127,0.5127,9.7437,6.6665,-11.7949,-2.0513,-8.2051,-14.3589,0.5127,4.6152,4.1025,,
-33.5896,8.9744,-19.7434,5.385,7.4363,13.0769,15.6414,-8.9744,-3.3333,-3.3333,-12.5637,0.76929,7.4363,-0.76929,,
-40,5.1284,-20.5127,0,7.1797,9.231,12.8203,-11.7949,-10.769,-8.2051,-15.8975,0,5.6411,2.564,,
-44.6155,7.1794,-20.0002,-4.6155,8.2048,8.2048,13.8459,-9.7439,-6.1541,-7.6926,-12.3079,4.6155,11.7947,6.1536,,
-41.5386,7.1794,-19.4871,-3.5896,8.2053,9.7434,12.8206,-9.7434,-5.6409,-8.2053,-12.8206,3.5896,10.2566,6.1541,,
-38.9744,7.1797,-19.4873,-2.564,7.1797,11.2822,11.7949,-10.2563,-6.1538,-8.7178,-13.8462,2.564,8.7178,6.1538,,
-36.1538,6.9231,-19.2307,-1.282,6.9231,12.5642,10.5129,-10.5129,-5.8977,-9.4871,-14.6155,1.282,6.9231,5.8972,,
-33.3335,7.1792,-18.4614,0,6.1538,14.3589,9.7437,-11.2822,-6.1538,-10.2563,-15.3848,0,5.6411,6.1538,,
-30.2566,7.1794,-17.949,1.0256,6.1536,15.8972,8.7175,-10.7693,-5.6414,-10.7693,-15.8977,-1.0256,4.1023,6.1536,,
-27.436,7.9485,-17.1794,2.3079,5.8972,17.6921,7.4358,-11.0256,-5.3845,-11.0256,-16.6667,-2.3079,2.8206,6.4104,,
-24.3591,4.3586,-17.1794,0.76929,4.8718,12.051,11.5383,-16.6667,-5.385,-8.9744,-17.1794,-0.76929,5.3845,0.76929,,
-25.3848,5.3845,-18.2053,0.76929,9.4871,10.5129,13.0769,-12.0515,-7.949,-7.4358,-20.7693,-0.76929,5.3845,1.7947,,
-29.4873,5.3848,-21.2822,0.25635,9.4873,13.5898,8.9741,-11.5386,-5.8975,-11.0259,-16.1538,-0.25635,3.3335,6.9229,,
-28.4614,1.2822,-25.3843,0.25635,0.76953,15.1284,7.9487,-13.0767,-1.2817,-6.4102,-11.0254,-0.25635,2.8208,9.4873,,
-26.1541,2.5642,-23.5896,2.5642,-4.1028,13.8459,7.6921,-4.6155,-3.5896,-1.0256,-14.3591,1.0256,7.1794,11.282,,
-28.9744,5.3848,-22.3076,1.2822,-1.2817,13.5898,10,0.25635,-9.4873,-7.4355,-16.1538,-0.25635,3.3335,7.9487,,
-28.4617,6.9231,-21.7947,2.8206,4.3591,19.2307,17.1794,0.76929,-7.949,-9.4871,-12.5642,-0.76929,-0.76929,12.051,,
-31.7949,0.5127,-28.718,0.5127,1.0259,13.8462,12.3076,-0.5127,-7.1792,-6.6665,-16.9229,-1.5386,3.5898,13.3335,,
-33.8462,-0.5127,-27.1792,-3.0767,1.5386,12.3076,9.7437,1.5386,-2.564,-2.564,-11.2822,0.5127,8.2051,8.2051,,
-34.6155,0.25635,-22.8208,-3.8462,0.76904,13.5898,7.9487,0.25635,-1.7949,-2.8208,-4.8721,-0.25635,0.76904,3.8462,,
-31.5383,-1.7949,-19.2305,0.76953,0.76953,10,4.8721,1.7949,-1.2817,-4.8716,-8.4614,0.25635,-0.25635,5.8975,,
-30,-0.76904,-17.1797,0.25635,4.3589,3.8462,6.9229,3.3335,-0.25635,-8.4614,-13.0771,-1.2822,5.3848,3.3335,,
-27.436,0.76929,-17.6921,-0.76929,4.8718,5.3845,11.0256,1.282,-6.4104,-10.0002,-12.5642,-7.4358,4.8718,0.76929,,
-23.8462,0.25635,-17.1792,2.8208,1.2822,5.8975,4.8721,1.2822,-11.0254,-13.5898,-16.1538,-13.0767,2.3076,-0.25635,,
-23.5896,1.0256,-15.8972,7.1794,2.0515,4.6155,3.0769,7.6926,-4.615,-14.8718,-14.8718,-11.282,1.0256,-1.0256,,
-24.6155,3.0767,-15.3848,5.6411,6.1538,4.6152,10.2563,8.2051,-2.0513,-10.2563,-10.2563,-7.6924,1.5386,-1.5386,,
-20.7693,2.8206,-14.6155,1.282,8.4617,5.3845,13.0769,5.3845,-7.949,-10.5129,-11.5383,-5.3845,5.8972,-1.282,,
-18.2051,-0.25635,-16.667,0.25635,6.9229,4.3589,6.9229,12.564,-10,-15.6411,-14.1025,-3.8462,6.4102,0.76904,,
-22.0513,0,-16.9229,3.0771,5.1284,1.5386,5.6411,18.9746,-7.6924,-11.7949,-14.8716,-1.0254,0,2.0513,,
-23.8462,0.25635,-17.1792,3.3335,0.76953,1.7949,8.9746,12.0513,-8.9741,-6.4102,-12.0513,-2.3076,-0.25635,0.25635,,
-18.4617,1.0256,-15.8977,4.1023,-1.0256,9.2307,9.7434,11.7947,-4.1028,-4.6155,-3.5896,-1.0256,13.3333,11.282,,
-24.6152,-2.0513,-18.9741,0,1.5386,5.1284,5.1284,13.3335,-2.564,-7.1792,-4.1025,0,12.8208,12.3076,,
-29.4873,0.25635,-16.667,0.25635,6.9229,0.25635,7.9487,15.6411,-0.25635,-3.3335,-1.7949,-0.25635,6.9229,-1.7949,,
-25.6411,1.0254,-13.8462,0,4.1025,0,9.2305,14.8716,3.5898,-6.1538,-1.0259,-7.6924,6.6665,-8.7183,,
-24.3586,-0.76929,-8.9744,-0.76929,2.3079,0.76929,7.4358,16.1541,2.3079,-9.9998,-3.8459,-11.5383,7.4358,1.7952,,
-28.4617,-1.282,-7.949,-0.25659,5.8972,0.25659,8.4617,17.6921,0.25659,-7.949,-7.4358,-12.5642,5.3845,1.7947,,
-23.5898,-0.5127,-8.7178,1.5386,6.1538,0.5127,10.2563,17.436,0.5127,-11.7949,-13.3335,-11.7949,4.6152,-5.1284,,
-14.8716,0,-8.2051,2.564,0,6.1538,4.1025,21.5386,-0.5127,-13.3335,-12.3076,-6.1538,7.6924,8.7178,,
-14.8718,0.51294,-7.6921,4.6155,-0.51294,12.3079,1.0256,28.718,-1.5383,-5.6409,-3.5896,-1.0256,10.2561,22.051,,
-23.8459,-4.3591,-12.5642,4.8718,-0.76929,7.949,0.76929,26.9231,-6.4104,-5.8972,-9.9998,0.76929,3.3333,14.6155,,
-18.2048,-2.3074,-11.0256,11.0256,1.282,8.9744,6.4104,28.9744,-3.3333,-2.8206,-12.5642,12.5642,-1.282,20.2566,,
-17.6924,-2.3076,-8.9741,6.4102,0.76904,6.4102,3.3335,27.9487,-1.7949,-0.76904,-10.5127,12.0513,-3.8462,26.4102,,
-25.6411,-1.5386,-9.7437,-1.0259,1.0254,2.0513,-1.0259,30.769,1.5386,0.5127,-6.6665,5.1279,-0.51269,20,,
-28.9746,-0.76953,-14.1025,-4.3589,1.2817,-0.25635,0.25635,30.5127,2.8203,0.25635,-4.8721,4.3589,-0.76953,12.0513,,
-26.6665,-3.0771,-15.8975,-3.5898,0,1.5386,2.0513,28.2051,1.5386,-2.564,-5.6411,0,2.0513,12.3076,,
-21.0256,-1.0256,-11.282,1.0256,-2.5642,4.1023,1.0256,34.8718,2.5637,-5.1282,-5.6414,-6.1541,6.1536,10.2561,,
-15.8977,0.51294,-4.1028,5.1282,-3.5896,2.5642,2.5642,39.4871,-0.51294,-4.6155,-7.1794,-6.6667,1.5383,2.5642,,
-10,1.2822,-0.25635,12.0513,0.25635,1.2822,5.8975,33.5898,-2.3076,-1.2822,-8.9746,-2.8203,-0.25635,5.3848,,
-13.5896,-1.282,-0.76929,9.4871,1.282,0.76929,2.3079,28.4617,-4.3586,-1.7947,-7.4358,-1.7947,1.7952,11.0256,,
-19.4871,-2.5642,-1.5383,3.0769,1.5383,1.5383,3.5896,35.8972,-2.5642,-6.1541,-6.1541,-1.0256,1.0256,10.7693,,
-18.2048,-0.76929,-2.3074,6.9231,4.3591,1.282,8.9744,43.8464,-2.3074,-12.5642,-12.5642,0.76929,-0.76929,11.5383,,
-15.3845,1.0256,-1.5383,13.8459,4.6155,6.1536,10.2561,44.6155,-7.6926,-12.3079,-17.4358,-1.0256,-1.0256,15.3845,,
-13.5896,0.76929,0.25659,10.5129,-0.25659,12.0515,8.4617,47.9485,-11.0256,-4.8718,-15.1282,-1.282,-2.3079,17.6921,,
-16.9229,0,0,4.6152,-1.0254,5.6411,8.2051,45.1284,-9.231,-7.6924,-14.8716,3.5898,-3.0767,15.8975,,
-22.564,0,-3.5898,1.0254,3.5898,0,3.5898,37.436,-6.1538,-11.7949,-11.7949,4.1025,-4.1025,7.6924,,
-19.4873,1.0254,-3.5898,0.5127,5.6411,4.1025,2.564,40.5127,-1.0259,-3.0771,-5.6411,-0.5127,-0.5127,6.6665,,
-16.9231,-1.0256,-1.5388,7.1794,3.0769,1.0256,3.0769,44.1023,-1.5388,-5.6414,-14.3591,-3.0769,1.5383,15.3845,,
-13.0771,1.7949,3.3335,13.5898,3.8462,-0.76904,0.76904,37.6924,-1.2822,-10.5127,-18.7178,-1.7949,-2.3076,15.6411,,
-11.7949,2.0513,0,8.2051,7.1792,-1.5386,2.564,23.5894,0,-6.667,-12.8208,-6.667,-6.1543,0.64111,,
-10.2566,2.051,-0.51294,4.6155,13.8459,-4.1028,9.2307,14.8718,3.0769,-4.1028,-6.6667,-6.1541,-1.5383,0.51294,,
-11.282,1.0256,1.5388,5.1282,11.282,-10.2561,5.1282,5.6414,-2.051,-7.1794,-9.7434,-1.0256,-4.1023,6.6667,,
-13.0767,1.2822,1.7949,3.8462,6.4102,-10,0.25635,0.76953,-8.9741,-4.3589,-14.1025,-0.25635,-11.0254,6.9233,,
-12.8203,0,3.0771,1.5386,8.2051,-3.0767,6.667,1.0259,-11.7949,-2.564,-12.8203,0,-8.7178,12.8208,,
-7.1797,-1.5386,5.1279,4.1025,11.2817,1.5386,11.7949,-2.564,-11.7949,-3.0771,-10.2563,4.6152,-5.1284,21.0254,,
-3.333,-0.25635,6.4102,3.8462,10,0.25635,11.5386,-12.0513,-10,-4.3589,-10.5127,0.76953,-6.9229,14.6152,,
-3.8459,3.3333,6.9231,3.3333,10.0002,2.8206,14.6155,-18.2048,-3.8459,-8.9744,-8.9744,-9.9998,-2.8206,3.8464,,
-1.7949,1.7949,5.3848,1.7949,10.5127,2.8203,17.1792,-18.2051,-4.3589,-12.0513,-8.9746,-15.1284,5.3848,-1.7949,,
0.5127,-1.5386,6.1538,3.0767,9.2305,-0.5127,16.4102,-15.3848,-7.6924,-6.1538,-6.1538,-8.2051,1.5386,2.0513,,
-0.25659,0.25659,5.3845,5.8972,8.4617,7.4358,13.0769,-13.0769,-2.3079,-0.25659,-0.76929,-0.25659,-5.8977,12.051,,
-1.2822,-0.25635,6.4102,6.9229,7.9487,17.1797,9.4873,-12.0513,0.25635,-2.8203,-0.25635,-2.3076,-5.8975,14.6152,,
-0.76904,-1.7949,5.8975,6.4102,6.9233,15.6411,11.0259,-6.4102,-3.333,-5.8975,0.25635,-1.2817,-0.25635,18.7183,,
-1.5383,-4.1023,1.0256,2.0515,1.5383,13.3333,12.8206,-4.6155,-3.5896,-7.6921,-1.0256,3.0769,-2.5642,25.6409,,
2.0513,-7.1792,2.0513,2.0513,-2.0513,17.9487,9.231,-9.2305,-5.6411,-11.2817,-7.1792,2.0513,-7.6924,28.7183,,
4.8718,-5.8972,5.3845,7.4358,1.7947,22.8206,8.4617,-3.3333,-8.4617,-7.4358,-5.8972,-1.7947,-3.8459,29.4871,,
-3.3333,-5.3845,3.3333,5.3845,3.3333,18.2053,11.0256,2.8206,-8.9744,-2.8206,-7.4358,-3.8459,-3.3333,22.3079,,
-1.7949,0.25635,4.3589,2.8203,4.3589,17.1797,16.1538,-1.2822,-3.3335,-6.4102,-11.0259,-0.25635,-1.7949,15.1284,,
-1.0259,-1.0259,4.6152,-5.6411,5.6411,16.4102,16.4102,-12.3076,-0.5127,-11.2822,-6.1538,0.5127,0.5127,11.2817,,
-7.9485,-7.9485,2.3079,-12.051,6.4104,15.1282,12.5642,-15.6409,0.76929,-3.8459,2.3079,-3.3333,-0.76929,13.5896,,
-4.8721,-6.4106,0.76904,-5.3848,5.8975,17.1792,11.0254,-13.5898,0.25635,-0.76953,3.8462,-1.7949,-0.25635,15.6411,,
1.0259,-2.564,5.1284,0,6.667,16.4106,9.7437,-15.3843,-5.6406,-12.8203,0,-2.0513,-1.5381,12.8208,,
2.0513,-2.564,9.7437,0,6.1538,14.3589,12.3076,-10.2563,-6.1538,-12.3076,0,-2.564,-2.564,16.4102,,
2.5642,-4.615,7.1794,1.0256,1.5388,15.385,14.3591,-2.051,-4.615,-7.1794,-1.0256,-1.5383,-4.1023,19.4875,,
1.0256,-3.5901,3.0769,1.0256,2.051,15.3845,12.8206,-1.5388,-7.6926,-13.3337,-1.0256,-3.5901,-4.6155,12.8206,,
-0.76929,-2.3079,5.3845,0.76929,6.4099,16.6667,14.6155,-2.3079,-4.8718,-15.1282,3.8459,-3.3333,-2.8206,11.0256,,
1.2822,-5.3848,7.9487,-1.7949,5.8975,16.1538,14.6152,-2.8203,-1.7949,-11.5386,6.9229,-1.2822,-1.7949,14.6152,,
0.25635,-7.9487,5.3848,-5.8975,-0.25635,15.1284,8.9746,1.2822,-4.8716,-9.4868,4.3589,-1.7949,-0.76904,11.0259,,
-1.0254,-5.6406,6.1538,-3.5894,0,19.4873,11.2822,11.7949,-8.2051,-7.1792,0,-3.0767,2.5645,14.3594,,
2.3076,-6.9229,5.3848,-2.8203,3.3335,21.2822,11.5386,12.0513,-10,-8.9741,-3.8462,-5.3848,-2.3076,23.3335,,
4.6152,-9.231,4.6152,-2.5645,2.0513,24.6152,6.1538,9.7437,-8.2051,-8.7183,-2.0513,-5.1284,-7.1797,23.0767,,
0.25635,-6.9229,5.8975,-0.25635,3.3335,22.8208,10.5132,13.0771,-7.9487,-8.4614,-2.8203,-3.333,-3.333,13.5898,,
-0.76904,-2.3076,6.4102,0.25635,6.4102,18.7178,16.6665,15.1284,-12.0513,-10.5127,-7.9487,-1.2822,-0.25635,11.0254,,
0.76929,-4.8718,2.8206,-0.76929,2.8206,13.5901,8.9744,7.949,-17.1794,-12.051,-11.5383,-7.4358,-8.9744,12.0515,,
-1.0256,-4.6155,3.0769,1.0256,1.0256,11.7952,6.1541,2.0515,-12.8206,-7.6921,-13.8459,-12.3079,-13.8459,10.7693,,
-2.0513,0,7.1792,1.5381,4.6152,13.333,10.2563,0,-8.7183,-6.1538,-11.2822,-5.6411,-12.3081,10.2563,,
1.2822,-5.8975,9.4873,-1.7949,6.4102,6.9233,8.9746,0.25635,-8.4614,-8.9741,-7.436,-0.25635,-15.6411,13.5898,,
0.76929,-8.4617,11.0256,-0.76929,4.3591,5.3845,10.5129,1.7947,-4.3591,-11.0256,-1.7947,-2.3079,-12.0515,17.6921,,
-6.1536,-8.2053,7.6921,-0.51294,0.51294,9.7434,8.718,0.51294,-5.1282,-15.3845,2.0515,-8.2053,-5.1282,11.7947,,
-3.5901,-8.718,8.7175,1.0256,2.051,12.8206,8.7175,2.051,-7.6926,-10.2566,-1.0256,-5.6414,-7.1794,6.6663,,
-0.25635,-11.0259,9.4868,0.25635,2.8203,8.9741,8.9741,1.7949,-7.9487,-3.8462,-8.4619,-1.7949,-17.1797,11.5381,,
-4.6152,-13.3335,9.2305,1.0254,4.1025,6.1538,5.1279,0.5127,-4.1025,-6.1538,-5.1284,-0.5127,-18.9746,17.9487,,
-10.5127,-14.1025,8.9746,1.7949,5.3848,5.3848,2.3076,0.25635,-3.8462,-6.9229,-0.76904,-0.25635,-9.4873,17.1797,,
-12.564,-14.1025,8.4614,-0.25635,6.4102,6.9229,3.8462,0.25635,-5.8975,-0.25635,-4.3589,2.3076,-3.3335,16.1538,,
-9.4873,-14.6152,8.9746,-1.2817,3.8462,13.5898,3.3335,-0.25635,-4.3589,0.25635,-4.8716,4.8721,-4.8716,18.7183,,
-6.1536,-12.8206,6.1541,-1.0256,1.0256,16.9231,1.5388,1.0256,-5.6409,-7.1794,-2.5637,3.0769,-5.1282,19.4875,,
-6.9229,-7.436,7.9487,-2.3076,7.436,16.6665,4.8721,4.3589,-8.9741,-8.9741,-5.3848,2.3076,-2.3076,19.7437,,
-3.0769,-5.6409,12.8206,-2.5642,10.7693,15.8972,9.2307,2.5642,-9.7434,-7.6921,-7.1794,3.0769,-2.5642,17.9485,,
4.1025,-8.2051,11.2817,-0.5127,5.1279,15.8975,10.769,0.5127,-6.1538,-9.231,-7.6924,-1.0259,-7.1797,15.8975,,
1.7949,-12.0513,8.9741,-1.7949,3.333,15.6411,11.5381,5.3843,-4.3589,-10,-12.0513,-7.9487,-13.0771,13.5898,,
2.8206,-11.5383,9.4871,-2.8206,4.8718,15.6414,9.4871,15.6414,-9.4871,-7.9485,-9.9998,-12.051,-16.6667,9.4871,,
10.5127,-10,10,-1.7949,1.7949,12.564,5.3848,15.6411,-13.5898,-10.5127,-7.9487,-13.5898,-16.1538,8.9741,,
9.4873,-13.0767,8.4614,-0.25635,0.25635,10.5132,5.8975,6.9233,-11.5386,-16.6665,-11.5386,-11.0254,-18.2051,10.5132,,
3.8462,-13.5898,10.5127,-3.8462,4.3589,14.6152,8.4614,7.4355,-6.9233,-15.1284,-12.0513,-5.3848,-17.6924,6.9229,,
3.5898,-9.2305,15.3848,-9.7437,8.7183,16.9233,10.2563,14.8721,-4.6152,-11.7949,-10.2563,-2.0513,-12.8203,2.0513,,
5.6411,-8.7183,11.7949,-9.231,2.564,14.3589,4.6152,15.3848,-7.1797,-11.7949,-7.1797,-2.564,-15.3848,7.6924,,
11.5386,-6.9229,11.5386,-0.76904,-2.3076,15.1284,1.2822,15.1284,-7.436,-6.9229,-4.8716,0.76904,-19.231,22.6924,,
9.2307,-8.718,15.3845,-3.0769,-1.0256,13.3333,2.051,11.7947,-12.3079,-5.1282,-13.3333,1.0256,-17.949,23.5896,,
6.9231,-17.6921,17.1794,-7.4358,1.282,9.4875,4.3591,8.9744,-15.1282,-8.4612,-15.6409,-1.282,-9.9998,17.6926,,
10.7693,-21.5388,15.3845,-5.1282,1.0256,10.7693,3.0769,11.282,-8.2053,-7.1794,-6.6667,-1.0256,-9.2307,18.9744,,
7.6924,-15.8975,12.8208,-7.1792,-1.0254,14.3589,-1.5386,16.9233,-0.5127,-0.5127,0.5127,2.564,-16.4102,20.5127,,
-2.8203,-15.1284,12.564,-13.5898,-0.25635,8.4614,-1.2822,10,0.25635,-2.3076,3.8462,5.8975,-11.5386,15.1279,,
-6.4102,-21.2822,10.5127,-15.1284,-0.25635,0.76904,-1.2822,2.3076,-3.3335,-9.4873,5.3848,0.76904,0.25635,6.4102,,
-0.76929,-17.6921,12.5642,-11.5383,1.282,3.8459,0.76929,11.0256,-2.8206,-9.4871,5.3845,-6.4104,-0.76929,3.8459,,
0.76953,-13.0767,17.6924,-9.4873,0.25635,2.8208,1.2822,18.2051,-3.333,-11.0254,2.8208,-14.1025,-8.9741,-0.25635,,
3.5896,-11.7947,20.0002,-2.5642,-0.51294,5.6409,0.51294,18.9744,-3.5896,-9.7434,4.1028,-10.7693,-3.0769,1.0256,,
8.4614,-11.0259,16.1538,1.7949,-0.76904,12.0513,0.25635,22.3076,-2.8203,-5.3848,-0.25635,-3.8462,-2.3076,6.9229,,
13.333,-11.2822,16.9229,0,2.0513,13.8462,0,29.7432,-3.0771,-4.6157,-3.5898,-3.0771,-8.2051,13.333,,
11.5383,-14.6155,19.7434,-3.8459,2.8206,10.5129,0.76929,26.9231,-2.3079,-3.3333,-0.76929,-1.7947,-3.3333,13.0769,,
2.564,-18.4619,16.4102,-10.2568,-1.5386,1.5381,1.5381,16.4102,-4.1025,-4.1025,0,-1.0259,0,3.5894,,
2.051,-16.9231,15.8972,-11.282,-1.0256,1.5383,2.5642,15.3845,-1.5383,-3.5896,2.051,-1.0256,-1.0256,1.0256,,
2.0515,-18.4617,14.3591,-13.3333,-1.0256,4.1028,-0.51294,16.4104,0.51294,-3.5896,2.5642,-5.1282,-4.1023,3.5896,,
0.5127,-17.9487,16.4102,-8.7183,-4.1025,3.0767,0,21.5381,0,-3.0771,2.564,-4.6157,-2.0513,3.5894,,
0.51294,-14.8718,17.9485,0.51294,-5.6409,0.51294,-1.0256,31.7947,-1.5383,-2.5642,3.0769,-0.51294,-1.0256,3.0769,,
-0.51294,-16.4104,16.9231,3.0769,-2.0515,2.5642,-5.1282,34.3591,-4.1028,-2.5642,2.5642,0.51294,-4.1028,9.7434,,
3.8459,-16.1541,21.282,0.25659,-1.282,2.8206,-3.8459,28.9744,-3.8459,-2.8206,0.25659,-0.25659,-7.4358,13.0769,,
13.5898,-12.564,24.8721,2.8208,-3.8462,0.76953,0.25635,29.4873,-2.3076,-3.333,-0.25635,-1.2817,-8.9741,5.3848,,
15.3848,-12.8203,23.5898,4.1025,0,1.5386,-0.51269,31.7949,-6.6665,-2.564,0,-2.564,-6.6665,0.51318,,
13.8462,-14.3589,21.5386,0,1.5386,2.0513,-1.0259,30.2563,-9.231,-3.0771,0,-1.0259,-5.6411,9.2305,,
11.0256,-15.6409,18.2053,-2.8206,-2.8206,0.25659,0.25659,28.9744,-3.3333,-3.8459,-0.25659,0.76929,-8.4617,13.5896,,
4.615,-14.8718,16.4099,-4.1028,-2.0515,2.051,-1.0256,31.282,1.0256,-1.5388,1.5383,-1.0256,-2.5642,15.3845,,
-0.25635,-16.6665,14.1025,-8.9746,-1.7949,1.2822,-2.8203,32.0513,-3.3335,-1.7949,1.2822,0.25635,0.76904,17.6924,,
8.2051,-17.9487,16.9229,-9.231,-0.51318,-1.0259,0,33.8462,0,0,3.0767,11.2817,-2.0513,17.9487,,
10.2563,-18.9746,16.9229,-10.7695,-5.1284,-2.0513,-1.5386,32.8203,0,0,2.564,10.769,-9.231,13.8462,,
2.051,-18.9744,14.8718,-14.3591,-4.1028,-1.0256,-1.5383,31.7947,-0.51294,0.51294,2.5642,0.51294,-6.1541,9.7434,,
-4.1025,-22.0513,11.2822,-15.8975,0,-5.1284,1.5386,30.2563,0,0.5127,2.564,-1.5386,-4.1025,6.6665,,
0,-17.4355,15.3848,-9.7437,-0.5127,-0.5127,0,34.3589,-2.0513,4.6157,7.1797,7.6924,-2.564,9.7437,,
-1.282,-11.5383,20.7693,-8.9744,-4.8718,3.8459,-5.3845,36.6667,-5.8977,3.8459,6.9231,0.76929,-0.76929,6.4104,,
2.0513,-13.8462,21.5381,-3.5898,-3.0771,2.564,-1.0259,38.4614,-3.0771,0,2.0513,-12.3081,1.0254,0,,
12.0513,-18.7178,19.231,-0.25635,0.25635,-1.7949,0.25635,35.6411,-3.8462,-1.7949,0.25635,-12.0513,0.25635,-0.25635,,
11.2822,-14.8716,23.0771,-5.6411,1.0259,-5.6411,-1.5386,30.769,-4.6152,0.5127,2.0513,-2.564,-0.5127,1.0259,,
5.1284,-12.8203,25.6411,-5.6411,0,-4.6152,2.0513,30.2563,-1.0254,0,3.0771,-0.5127,3.5898,-2.0513,,
8.9741,-18.7178,20.2563,-2.3076,-0.25635,-1.7949,3.8462,32.564,-1.7949,-4.3589,5.3848,-4.3589,2.8203,0.25635,,
14.8718,-17.4358,15.8977,-4.6155,-1.5383,-0.51294,0.51294,33.8464,-4.6155,-0.51294,7.6921,1.0256,-3.5896,13.8464,,
5.3843,-17.1797,17.1792,-11.5386,-2.8208,-2.3076,-4.8721,32.564,-5.8975,4.3589,2.3076,4.8716,-2.8208,14.6152,,
-1.282,-19.2307,17.6926,-13.5896,-0.76929,0.76929,-3.8459,32.5642,-2.8206,3.8464,-1.282,3.8464,1.282,6.9231,,
0.25635,-19.2305,12.564,-14.6152,-6.4102,-0.25635,-7.9487,31.0259,-2.3076,2.8208,1.2822,2.8208,-0.25635,10.5127,,
3.5894,-15.3848,18.4614,-9.7437,-8.2056,0,-8.7183,35.8975,-1.0259,7.1792,0,5.1279,-1.0259,23.5894,,
5.8977,-13.5896,22.8206,-5.3845,0.76929,-0.76929,-1.282,42.8206,-1.282,9.4875,-5.8972,7.4363,-5.8972,25.385,,
3.0767,-19.4873,15.3843,-11.2822,3.0767,-12.8208,-2.0513,30.2563,-7.6924,2.0513,-8.2051,2.564,-11.2822,10.385,,
1.2822,-19.231,16.6665,-12.564,0.76904,-15.1284,-3.3335,18.2051,-4.8721,0.76904,1.7949,-1.7949,0.76904,-0.76904,,
4.8716,-14.1025,21.2822,-6.4102,1.7949,-9.4873,-1.7949,17.6924,-2.3076,1.7949,7.436,-7.436,4.8716,-2.8208,,
14.3586,-11.282,22.051,1.5383,6.1536,-11.282,0.51294,14.3586,-3.0769,-5.6414,7.6921,-8.2053,-5.6414,-0.51294,,
17.4358,-11.7947,20.0002,2.5642,5.1282,-11.7947,-2.5642,6.1541,-5.6409,-10.7693,12.8206,-6.1541,-4.6155,4.6155,,
13.3335,-14.3589,15.8975,0,-0.51269,-3.5894,-3.5894,4.6157,-11.7949,-2.0513,12.3076,0,2.0513,15.8975,,
